diameter[mm],T[k],wavelength[mm],K2,radarsx[mm2],extxs[mm2],ray[mm2]
2.31,273.14999999999998,31.228381041666665,0.92972595237084443,0.045716155130907328,0.61171257974723525,0.045454649920534031
2.32,273.14999999999998,31.228381041666665,0.92972595237084443,0.046951787717102032,0.62551222842897225,0.046648141661802485
2.33,273.14999999999998,31.228381041666665,0.92972595237084443,0.048216409397046626,0.63958342250908162,0.047867634262357919
2.34,273.14999999999998,31.228381041666665,0.92972595237084443,0.049510640795518659,0.6539305333615788,0.049113578915437273
2.35,273.14999999999998,31.228381041666665,0.92972595237084443,0.050835104034076393,0.66855806831378828,0.050386432661147465
2.36,273.14999999999998,31.228381041666665,0.92972595237084443,0.052190435494394047,0.68347058486774137,0.051686658436760881
2.37,273.14999999999998,31.228381041666665,0.92972595237084443,0.053577305890576368,0.69867267057473081,0.053014725127225402
2.38,273.14999999999998,31.228381041666665,0.92972595237084443,0.054996380286763132,0.7141688319832602,0.054371107615890854
2.39,273.14999999999998,31.228381041666665,0.92972595237084443,0.056448335497811516,0.72996383190544512,0.055756286835449774
2.4,273.14999999999998,31.228381041666665,0.92972595237084443,0.057933875505941396,0.74606235107150121,0.057170749819094625
2.41,273.14999999999998,31.228381041666665,0.92972595237084443,0.059453707923853391,0.76246916645311369,0.058614989751889418
2.42,273.14999999999998,31.228381041666665,0.92972595237084443,0.061008580083053411,0.77918902457734263,0.060089506022357644
2.43,273.14999999999998,31.228381041666665,0.92972595237084443,0.062599229409456433,0.79622679938960272,0.061594804274284758
2.44,273.14999999999998,31.228381041666665,0.92972595237084443,0.064226412949096132,0.81358735648282132,0.063131396458736902
2.45,273.14999999999998,31.228381041666665,0.92972595237084443,0.065890913483522329,0.83127563773536239,0.064699800886294082
2.46,273.14999999999998,31.228381041666665,0.92972595237084443,0.067593544776581929,0.84929659038899152,0.066300542279499858
2.47,273.14999999999998,31.228381041666665,0.92972595237084443,0.069335101243482605,0.86765519286601867,0.06793415182552516
2.48,273.14999999999998,31.228381041666665,0.92972595237084443,0.07111643223599215,0.88635647706553344,0.069601167229048799
2.49,273.14999999999998,31.228381041666665,0.92972595237084443,0.072938392782011641,0.90540563318602485,0.071302132765352175
2.5,273.14999999999998,31.228381041666665,0.92972595237084443,0.074801846407588982,0.92480763953617295,0.073037599333630479
2.51,273.14999999999998,31.228381041666665,0.92972595237084443,0.076707686824267943,0.94456771432908004,0.074808124510518229
2.52,273.14999999999998,31.228381041666665,0.92972595237084443,0.078656841584717752,0.96469099269998637,0.076614272603831246
2.53,273.14999999999998,31.228381041666665,0.92972595237084443,0.080650232378310482,0.98518274630279767,0.078456614706523001
2.54,273.14999999999998,31.228381041666665,0.92972595237084443,0.082688829197888114,1.0060481936317776,0.080335728750857441
2.55,273.14999999999998,31.228381041666665,0.92972595237084443,0.084773595958349893,1.0272925483488538,0.082252199562795975
2.56,273.14999999999998,31.228381041666665,0.92972595237084443,0.086905533432789117,1.0489212158358794,0.08420661891660132
2.57,273.14999999999998,31.228381041666665,0.92972595237084443,0.089085677121619675,1.0709394371394048,0.086199585589655042
2.58,273.14999999999998,31.228381041666665,0.92972595237084443,0.091315060703316769,1.0933526104392355,0.088231705417492187
2.59,273.14999999999998,31.228381041666665,0.92972595237084443,0.093594767836945397,1.1161660631926262,0.090303591349050222
2.6,273.14999999999998,31.228381041666665,0.92972595237084443,0.095925892359974479,1.1393851902338332,0.092415863502133364
2.61,273.14999999999998,31.228381041666665,0.92972595237084443,0.098309570313612565,1.163015521215842,0.094569149219093221
2.62,273.14999999999998,31.228381041666665,0.92972595237084443,0.10074693099263875,1.1870622992449331,0.096764083122723624
2.63,273.14999999999998,31.228381041666665,0.92972595237084443,0.10323916239394723,1.2115311031311944,0.099001307172372016
2.64,273.14999999999998,31.228381041666665,0.92972595237084443,0.10578744702049495,1.2364273057760771,0.10128147072026505
2.65,273.14999999999998,31.228381041666665,0.92972595237084443,0.10839305887851372,1.2617564049204655,0.10360523056805092
2.66,273.14999999999998,31.228381041666665,0.92972595237084443,0.11105722071377673,1.287523841237026,0.10597325102355559
2.67,273.14999999999998,31.228381041666665,0.92972595237084443,0.1137812349884483,1.3137352502468742,0.10838620395775607
2.68,273.14999999999998,31.228381041666665,0.92972595237084443,0.11656642681991199,1.3403958064156436,0.11084476886196733
2.69,273.14999999999998,31.228381041666665,0.92972595237084443,0.11941416032525448,1.3675112146107897,0.11334963290524636
2.7,273.14999999999998,31.228381041666665,0.92972595237084443,0.12232577730847843,1.3950868850240314,0.11590149099200994
2.71,273.14999999999998,31.228381041666665,0.92972595237084443,0.12530275164421006,1.4231283885005455,0.11850104581986956
2.72,273.14999999999998,31.228381041666665,0.92972595237084443,0.1283464878025401,1.4516409419402798,0.12114900793767977
2.73,273.14999999999998,31.228381041666665,0.92972595237084443,0.13145847918544512,1.4806302141894248,0.12384609580380405
2.74,273.14999999999998,31.228381041666665,0.92972595237084443,0.13464024789839651,1.5101015798044897,0.12659303584459397
2.75,273.14999999999998,31.228381041666665,0.92972595237084443,0.1378933542237665,1.5400604384401189,0.12939056251308576
2.76,273.14999999999998,31.228381041666665,0.92972595237084443,0.14121939547071477,1.5705121860253779,0.13223941834791034
2.77,273.14999999999998,31.228381041666665,0.92972595237084443,0.14461996789129797,1.6014620732007145,0.13514035403242058
2.78,273.14999999999998,31.228381041666665,0.92972595237084443,0.14809675785110366,1.6329156018197222,0.13809412845403232
2.79,273.14999999999998,31.228381041666665,0.92972595237084443,0.1516514748163805,1.664878044335603,0.14110150876378222
2.8,273.14999999999998,31.228381041666665,0.92972595237084443,0.15528588586436967,1.6973546723353394,0.14416327043609961
2.81,273.14999999999998,31.228381041666665,0.92972595237084443,0.15900168390597383,1.7303506557138439,0.14728019732879527
2.82,273.14999999999998,31.228381041666665,0.92972595237084443,0.16280079326127858,1.7638713055180271,0.15045308174326386
2.83,273.14999999999998,31.228381041666665,0.92972595237084443,0.1666850632224495,1.7979216207282365,0.15368272448490358
2.84,273.14999999999998,31.228381041666665,0.92972595237084443,0.17065638657413945,1.8325068281143342,0.15696993492375
2.85,273.14999999999998,31.228381041666665,0.92972595237084443,0.17471670309816675,1.8676318325157575,0.16031553105532503
2.86,273.14999999999998,31.228381041666665,0.92972595237084443,0.17886803331615933,1.9033017703541655,0.16372033956170295
2.87,273.14999999999998,31.228381041666665,0.92972595237084443,0.18311243808481434,1.9395214103472378,0.16718519587278965
2.88,273.14999999999998,31.228381041666665,0.92972595237084443,0.187451990104541,1.9762955539596962,0.17071094422781946
2.89,273.14999999999998,31.228381041666665,0.92972595237084443,0.19188881064277521,2.0136292219036016,0.1742984377370651
2.9,273.14999999999998,31.228381041666665,0.92972595237084443,0.19642514618795198,2.0515269967612371,0.1779485384437656
2.91,273.14999999999998,31.228381041666665,0.92972595237084443,0.20106321092100252,2.0899934001846221,0.1816621173862667
2.92,273.14999999999998,31.228381041666665,0.92972595237084443,0.20580526581875822,2.1290330573289378,0.18544005466037966
2.93,273.14999999999998,31.228381041666665,0.92972595237084443,0.21065362883608629,2.1686505395909648,0.18928323948195264
2.94,273.14999999999998,31.228381041666665,0.92972595237084443,0.21561079200867952,2.2088499190972821,0.19319257024966005
2.95,273.14999999999998,31.228381041666665,0.92972595237084443,0.22067912832522063,2.2496356932152337,0.19716895460800501
2.96,273.14999999999998,31.228381041666665,0.92972595237084443,0.22586115387593514,2.2910119767131643,0.2012133095105392
2.97,273.14999999999998,31.228381041666665,0.92972595237084443,0.23115938723272161,2.3329827333886057,0.20532656128329616
2.98,273.14999999999998,31.228381041666665,0.92972595237084443,0.23657650409815656,2.3755518924273686,0.20950964568844221
2.99,273.14999999999998,31.228381041666665,0.92972595237084443,0.24211512827160253,2.4187234931864383,0.21376350798814014
3.0,273.14999999999998,31.228381041666665,0.92972595237084443,0.2477779561040189,2.4625009439065946,0.2180891030086313
3.01,273.14999999999998,31.228381041666665,0.92972595237084443,0.25356782509298914,2.5068880394672464,0.22248739520452979
3.02,273.14999999999998,31.228381041666665,0.92972595237084443,0.25948754169622656,2.5518880072008345,0.22695935872333556
3.03,273.14999999999998,31.228381041666665,0.92972595237084443,0.26554001445613595,2.597504371483478,0.23150597747015919
3.04,273.14999999999998,31.228381041666665,0.92972595237084443,0.27172821776025141,2.6437401729681484,0.23612824517266598
3.05,273.14999999999998,31.228381041666665,0.92972595237084443,0.27805513216962718,2.6905984938035385,0.24082716544623137
3.06,273.14999999999998,31.228381041666665,0.92972595237084443,0.28452390627350699,2.7380824054849859,0.24560375185931596
3.07,273.14999999999998,31.228381041666665,0.92972595237084443,0.29113758675357415,2.7861942374177704,0.25045902799905162
3.08,273.14999999999998,31.228381041666665,0.92972595237084443,0.29789950082677491,2.8349366575722645,0.25539402753704715
3.09,273.14999999999998,31.228381041666665,0.92972595237084443,0.30481288401868878,2.8843122396432617,0.26040979429540578
3.1,273.14999999999998,31.228381041666665,0.92972595237084443,0.31188102701058396,2.9343233266684181,0.26550738231296062
3.11,273.14999999999998,31.228381041666665,0.92972595237084443,0.31910734790677808,2.9849718207196965,0.27068785591172456
3.12,273.14999999999998,31.228381041666665,0.92972595237084443,0.32649542750518201,3.0362594632633999,0.27595228976355424
3.13,273.14999999999998,31.228381041666665,0.92972595237084443,0.33404865435240361,3.0881882403031624,0.28130176895703263
3.14,273.14999999999998,31.228381041666665,0.92972595237084443,0.34177074613928793,3.1407595538088602,0.2867373890645632
3.15,273.14999999999998,31.228381041666665,0.92972595237084443,0.34966528025542859,3.1939747298245007,0.29226025620968332
3.16,273.14999999999998,31.228381041666665,0.92972595237084443,0.35773611316007131,3.2478352529131955,0.29787148713458889
3.17,273.14999999999998,31.228381041666665,0.92972595237084443,0.36598700768528974,3.3023416805033592,0.30357220926787892
3.18,273.14999999999998,31.228381041666665,0.92972595237084443,0.37442185850461723,3.3574950073224228,0.30936356079251082
3.19,273.14999999999998,31.228381041666665,0.92972595237084443,0.38304461622225139,3.4132959177797706,0.31524669071397587
3.2,273.14999999999998,31.228381041666665,0.92972595237084443,0.39185931217413839,3.4697445810130776,0.32122275892868524
3.21,273.14999999999998,31.228381041666665,0.92972595237084443,0.40086998414819985,3.5268413540845001,0.327292936292576
3.22,273.14999999999998,31.228381041666665,0.92972595237084443,0.4100809217410053,3.5845859992273024,0.33345840468992843
3.23,273.14999999999998,31.228381041666665,0.92972595237084443,0.41949624548180237,3.6429784317262905,0.3397203571024025
3.24,273.14999999999998,31.228381041666665,0.92972595237084443,0.42912039214049141,3.7020183953482442,0.3460799976782859
3.25,273.14999999999998,31.228381041666665,0.92972595237084443,0.43895762407256189,3.7617048689503445,0.35253854180196165
3.26,273.14999999999998,31.228381041666665,0.92972595237084443,0.44901245787873512,3.8220373102074041,0.35909721616358653
3.27,273.14999999999998,31.228381041666665,0.92972595237084443,0.45928942371985793,3.883014567868222,0.36575725882898985
3.28,273.14999999999998,31.228381041666665,0.92972595237084443,0.469793185687991,3.9446351764692942,0.37251991930978234
3.29,273.14999999999998,31.228381041666665,0.92972595237084443,0.48052828916209694,4.0068977600265212,0.37938645863368603
3.3,273.14999999999998,31.228381041666665,0.92972595237084443,0.49149960872557463,4.0698003864177572,0.38635814941507374
3.31,273.14999999999998,31.228381041666665,0.92972595237084443,0.50271190605326332,4.1333415548320396,0.39343627592572961
3.32,273.14999999999998,31.228381041666665,0.92972595237084443,0.51417013011772073,4.1975187442854924,0.40062213416581971
3.33,273.14999999999998,31.228381041666665,0.92972595237084443,0.52587918094520247,4.2623297308121195,0.40791703193508339
3.34,273.14999999999998,31.228381041666665,0.92972595237084443,0.53784409013098633,4.3277718475999976,0.41532228890423412
3.35,273.14999999999998,31.228381041666665,0.92972595237084443,0.55007010272396684,4.3938422364045788,0.42283923668658191
3.36,273.14999999999998,31.228381041666665,0.92972595237084443,0.5625622721703073,4.4605382135650586,0.4304692189098665
3.37,273.14999999999998,31.228381041666665,0.92972595237084443,0.57532590094008695,4.5278560396966672,0.43821359128830684
3.38,273.14999999999998,31.228381041666665,0.92972595237084443,0.58836632313553805,4.5957927011253972,0.44607372169486903
3.39,273.14999999999998,31.228381041666665,0.92972595237084443,0.60168892681858688,4.6643444182728242,0.4540509902337444
3.4,273.14999999999998,31.228381041666665,0.92972595237084443,0.61529917053120486,4.7335074233654684,0.46214678931304864
3.41,273.14999999999998,31.228381041666665,0.92972595237084443,0.62920266314243478,4.8032773148265067,0.47036252371773096
3.42,273.14999999999998,31.228381041666665,0.92972595237084443,0.64340501488659496,4.8736505907723195,0.47869961068270395
3.43,273.14999999999998,31.228381041666665,0.92972595237084443,0.65791180530280002,4.9446218856125732,0.48715947996618336
3.44,273.14999999999998,31.228381041666665,0.92972595237084443,0.67272885870561627,5.0161870629628824,0.49574357392324864
3.45,273.14999999999998,31.228381041666665,0.92972595237084443,0.68786198484801331,5.0883415614196954,0.50445334757961391
3.46,273.14999999999998,31.228381041666665,0.92972595237084443,0.70331704745838308,5.1610801867952301,0.51329026870561933
3.47,273.14999999999998,31.228381041666665,0.92972595237084443,0.7191000675262631,5.2343976207881102,0.52225581789043196
3.48,273.14999999999998,31.228381041666665,0.92972595237084443,0.73521697232552552,5.3082885544501002,0.53135148861646908
3.49,273.14999999999998,31.228381041666665,0.92972595237084443,0.75167374226611883,5.3827475609954423,0.54057878733402942
