diameter[mm],T[k],wavelength[mm],K2,radarsx[mm2],extxs[mm2],ray[mm2]
0.69,283.14999999999998,31.228381041666665,0.92879697317790522,3.1810085415303298e-05,0.0032211616821054981,3.2252755162296826e-05
0.7,283.14999999999998,31.228381041666665,0.92879697317790522,3.4804752315018544e-05,0.0033953953207207662,3.5160943105017674e-05
0.71,283.14999999999998,31.228381041666665,0.92879697317790522,3.7898296045101711e-05,0.003568286817802318,3.8284446061444564e-05
0.72,283.14999999999998,31.228381041666665,0.92879697317790522,4.1216520538155026e-05,0.0037479423586115022,4.1635832617010071e-05
0.73,283.14999999999998,31.228381041666665,0.92879697317790522,4.4772139386221692e-05,0.0039345670339353683,4.5228213757782851e-05
0.74,283.14999999999998,31.228381041666665,0.92879697317790522,4.8578415080855905e-05,0.004128370882156264,4.9075258255939068e-05
0.75,283.14999999999998,31.228381041666665,0.92879697317790522,5.2649117774056394e-05,0.0043295702509140921,5.3191208270415562e-05
0.76,283.14999999999998,31.228381041666665,0.92879697317790522,5.6998583991667577e-05,0.0045383867247347004,5.759089516274428e-05
0.77,283.14999999999998,31.228381041666665,0.92879697317790522,6.1641677077672752e-05,0.0047550477645172066,6.2289755528068181e-05
0.78,283.14999999999998,31.228381041666665,0.92879697317790522,6.6593863815139024e-05,0.0049797868260887728,6.7303847441338555e-05
0.79,283.14999999999998,31.228381041666665,0.92879697317790522,7.187119814004497e-05,0.0052128435799776076,7.264986691869368e-05
0.8,283.14999999999998,31.228381041666665,0.92879697317790522,7.7490322301384005e-05,0.0054544647203315696,7.8345164594019088e-05
0.81,283.14999999999998,31.228381041666665,0.92879697317790522,8.3468502605476248e-05,0.0057049025189789505,8.4407762610689015e-05
0.82,283.14999999999998,31.228381041666665,0.92879697317790522,8.9823620037344015e-05,0.0059644162121510564,9.0856371728489528e-05
0.83,283.14999999999998,31.228381041666665,0.92879697317790522,9.657422215000522e-05,0.0062332721532982133,9.7710408645722822e-05
0.84,283.14999999999998,31.228381041666665,0.92879697317790522,0.00010373951434555568,0.0065117433497433761,0.00010499001353649309
0.85,283.14999999999998,31.228381041666665,0.92879697317790522,0.00011133934008621072,0.0068001103355398882,0.00011271606780317376
0.86,283.14999999999998,31.228381041666665,0.92879697317790522,0.0001193942888265568,0.0070986612859252158,0.00012091021204405642
0.87,283.14999999999998,31.228381041666665,0.92879697317790522,0.00012792561826883281,0.0074076905268739626,0.0001295948642361805
0.88,283.14999999999998,31.228381041666665,0.92879697317790522,0.00013695531622620903,0.0077275024789119438,0.000138793238133345
0.89,283.14999999999998,31.228381041666665,0.92879697317790522,0.00014650611619123499,0.0080584065664760819,0.00014852936187930154
0.9,283.14999999999998,31.228381041666665,0.92879697317790522,0.00015660149872078681,0.0084007230827800664,0.00015882809683612854
0.91,283.14999999999998,31.228381041666665,0.92879697317790522,0.00016726572080700899,0.0087547795875593058,0.00016971515662778718
0.92,283.14999999999998,31.228381041666665,0.92879697317790522,0.00017852379903675626,0.0091209112691313151,0.00018121712639885838
0.93,283.14999999999998,31.228381041666665,0.92879697317790522,0.0001904016193621641,0.0094994628329514216,0.00019336148228846168
0.94,283.14999999999998,31.228381041666665,0.92879697317790522,0.00020292579469802111,0.0098907884768729207,0.00020617661111935513
0.95,283.14999999999998,31.228381041666665,0.92879697317790522,0.00021612393490078597,0.010295251112726717,0.00021969183030221673
0.96,283.14999999999998,31.228381041666665,0.92879697317790522,0.00023002431896475392,0.010713222092898269,0.0002339374079551075
0.97,283.14999999999998,31.228381041666665,0.92879697317790522,0.00024465621684746782,0.011145083788723219,0.00024894458323811548
0.98,283.14999999999998,31.228381041666665,0.92879697317790522,0.00026004982471542512,0.011591226838968694,0.00026474558690318218
0.99,283.14999999999998,31.228381041666665,0.92879697317790522,0.0002762361879574697,0.012052054496894541,0.00028137366205910873
1.0,283.14999999999998,31.228381041666665,0.92879697317790522,0.00029324731820307322,0.01252797565387292,0.00029886308515174505
1.01,283.14999999999998,31.228381041666665,0.92879697317790522,0.0003111162057865323,0.01301941472064407,0.00031724918715935992
1.02,283.14999999999998,31.228381041666665,0.92879697317790522,0.00032987674542847394,0.013526804648841305,0.00033656837500319205
1.03,283.14999999999998,31.228381041666665,0.92879697317790522,0.00034956396164755938,0.014050586821892678,0.00035685815317318328
1.04,283.14999999999998,31.228381041666665,0.92879697317790522,0.00037021381957871462,0.014591218712084927,0.00037815714556889261
1.05,283.14999999999998,31.228381041666665,0.92879697317790522,0.00039186335113680577,0.015149165850300956,0.00040050511755559184
1.06,283.14999999999998,31.228381041666665,0.92879697317790522,0.00041455069049985572,0.015724905550431281,0.0004239429982355428
1.07,283.14999999999998,31.228381041666665,0.92879697317790522,0.00043831501452263428,0.016318928747895277,0.00044851290293445613
1.08,283.14999999999998,31.228381041666665,0.92879697317790522,0.00046319664692609595,0.016931736070066792,0.0004742581559031306
1.09,283.14999999999998,31.228381041666665,0.92879697317790522,0.00048923706979004267,0.017563844584986752,0.00050122331323427507
1.1,283.14999999999998,31.228381041666665,0.92879697317790522,0.00051647902981202592,0.018215778716908701,0.00052945418599451087
1.11,283.14999999999998,31.228381041666665,0.92879697317790522,0.00054496628650047983,0.018888080467493049,0.00055899786357155627
1.12,283.14999999999998,31.228381041666665,0.92879697317790522,0.00057474396713728081,0.019581302582695755,0.0005899027372365922
1.13,283.14999999999998,31.228381041666665,0.92879697317790522,0.00060585855778369317,0.020296012081537754,0.00062221852392180883
1.14,283.14999999999998,31.228381041666665,0.92879697317790522,0.00063835753819975135,0.021032788760272366,0.0006559962902131345
1.15,283.14999999999998,31.228381041666665,0.92879697317790522,0.0006722900957316434,0.021792227630766416,0.00069128847655814546
1.16,283.14999999999998,31.228381041666665,0.92879697317790522,0.0007077064671949713,0.022574938076939659,0.00072814892168915726
1.17,283.14999999999998,31.228381041666665,0.92879697317790522,0.0007446584341697398,0.023381544697517676,0.00076663288726149643
1.18,283.14999999999998,31.228381041666665,0.92879697317790522,0.00078319928089710022,0.024212683221297993,0.00080679708270695852
1.19,283.14999999999998,31.228381041666665,0.92879697317790522,0.00082338333109538918,0.025069009595825632,0.00084869969030243768
1.2,283.14999999999998,31.228381041666665,0.92879697317790522,0.00086526714603493086,0.025951191647642747,0.00089240039045374812
1.21,283.14999999999998,31.228381041666665,0.92879697317790522,0.00090890822130559607,0.026859915026188085,0.00093796038719462104
1.22,283.14999999999998,31.228381041666665,0.92879697317790522,0.00095436586250295641,0.027795880594418322,0.00098544243390088463
1.23,283.14999999999998,31.228381041666665,0.92879697317790522,0.001001701074103489,0.028759804594320697,0.0010349108592198255
1.24,283.14999999999998,31.228381041666665,0.92879697317790522,0.0010509763971686002,0.029752422487431218,0.0010864315932147309
1.25,283.14999999999998,31.228381041666665,0.92879697317790522,0.0011022561483253663,0.030774485312283859,0.0011400721937246134
1.26,283.14999999999998,31.228381041666665,0.92879697317790522,0.0011556064515284696,0.031826759254091695,0.001195901872939116
1.27,283.14999999999998,31.228381041666665,0.92879697317790522,0.0012110950971991629,0.032910031586875992,0.0012539915241885995
1.28,283.14999999999998,31.228381041666665,0.92879697317790522,0.0012687922038291958,0.03402510591553707,0.0013144137489494103
1.29,283.14999999999998,31.228381041666665,0.92879697317790522,0.0013287689983676103,0.035172802737837579,0.0013772428840643303
1.3,283.14999999999998,31.228381041666665,0.92879697317790522,0.0013910997881259345,0.036353966158822262,0.0014425550291782096
1.31,283.14999999999998,31.228381041666665,0.92879697317790522,0.0014558598696325395,0.037569452384020832,0.0015104280743887762
1.32,283.14999999999998,31.228381041666665,0.92879697317790522,0.0015231273179618747,0.038820139717440236,0.0015809417281126333
1.33,283.14999999999998,31.228381041666665,0.92879697317790522,0.0015929821502915597,0.040106926728400348,0.0016541775451664315
1.34,283.14999999999998,31.228381041666665,0.92879697317790522,0.0016655066281398877,0.041430732392606022,0.0017302189550632288
1.35,283.14999999999998,31.228381041666665,0.92879697317790522,0.0017407855639527878,0.042792489596190565,0.0018091512905240273
1.36,283.14999999999998,31.228381041666665,0.92879697317790522,0.0018189056274563126,0.044193162988651648,0.0018910618162044925
1.37,283.14999999999998,31.228381041666665,0.92879697317790522,0.0018999564254330039,0.0456337245980016,0.0019760397576368562
1.38,283.14999999999998,31.228381041666665,0.92879697317790522,0.0019840303327377674,0.047115180131068128,0.0020641763303869969
1.39,283.14999999999998,31.228381041666665,0.92879697317790522,0.0020712215375128435,0.048638545760214889,0.0021555647694267059
1.4,283.14999999999998,31.228381041666665,0.92879697317790522,0.0021616278988809703,0.050204864890404391,0.0022503003587211311
1.41,283.14999999999998,31.228381041666665,0.92879697317790522,0.0022553492616576697,0.051815201291891377,0.0023484804610314049
1.42,283.14999999999998,31.228381041666665,0.92879697317790522,0.0023524890693853275,0.053470642762670426,0.0024502045479324495
1.43,283.14999999999998,31.228381041666665,0.92879697317790522,0.0024531534437417729,0.055172292563840847,0.0025555742300459768
1.44,283.14999999999998,31.228381041666665,0.92879697317790522,0.0025574517472404805,0.056921289423498771,0.0026646932874886445
1.45,283.14999999999998,31.228381041666665,0.92879697317790522,0.0026654967789959119,0.058718781089170044,0.0027776677005354176
1.46,283.14999999999998,31.228381041666665,0.92879697317790522,0.002777404827030113,0.060565949453630502,0.0028946056804981025
1.47,283.14999999999998,31.228381041666665,0.92879697317790522,0.0028932946090620051,0.062463988340847945,0.0030156177008190594
1.48,283.14999999999998,31.228381041666665,0.92879697317790522,0.0030132897099530895,0.064414125857323076,0.0031408165283801004
1.49,283.14999999999998,31.228381041666665,0.92879697317790522,0.0031375170041367173,0.066417604193316757,0.0032703172550265685
1.5,283.14999999999998,31.228381041666665,0.92879697317790522,0.0032748181910595745,0.068500164433413058,0.0034042373293065959
1.51,283.14999999999998,31.228381041666665,0.92879697317790522,0.0034070316115670132,0.070610603632894828,0.0035426965884255458
1.52,283.14999999999998,31.228381041666665,0.92879697317790522,0.0035436401602489493,0.072777929130097077,0.0036858172904156339
1.53,283.14999999999998,31.228381041666665,0.92879697317790522,0.0036847601378972618,0.075003504774265831,0.0038337241465207349
1.54,283.14999999999998,31.228381041666665,0.92879697317790522,0.0038305086231592827,0.077288715096603858,0.0039865443537963636
1.55,283.14999999999998,31.228381041666665,0.92879697317790522,0.0039810049345048561,0.079634991828952811,0.0041444076279248468
1.56,283.14999999999998,31.228381041666665,0.92879697317790522,0.0041363705838409672,0.082043777657292011,0.0043074462362456675
1.57,283.14999999999998,31.228381041666665,0.92879697317790522,0.0042967308652193722,0.08451656232589172,0.0044757950310009937
1.58,283.14999999999998,31.228381041666665,0.92879697317790522,0.0044622118696527133,0.087054859872709778,0.0046495914827963955
1.59,283.14999999999998,31.228381041666665,0.92879697317790522,0.0046329436247577113,0.089660224819176945,0.0048289757142767308
1.6,283.14999999999998,31.228381041666665,0.92879697317790522,0.0048090561246255615,0.092334229307247204,0.0050140905340172216
1.61,283.14999999999998,31.228381041666665,0.92879697317790522,0.0049906840711358763,0.09507849621777878,0.0052050814706297108
1.62,283.14999999999998,31.228381041666665,0.92879697317790522,0.0051779638831529638,0.097894675815786245,0.0054020968070840969
1.63,283.14999999999998,31.228381041666665,0.92879697317790522,0.0053710353724444352,0.10078444567257785,0.0056052876152449553
1.64,283.14999999999998,31.228381041666665,0.92879697317790522,0.0055700381791868991,0.1037495377699592,0.0058148077906233298
1.65,283.14999999999998,31.228381041666665,0.92879697317790522,0.0057751179124742435,0.10679170817977811,0.0060308140873437258
1.66,283.14999999999998,31.228381041666665,0.92879697317790522,0.0059864211570800985,0.10991275024684669,0.0062534661533262606
1.67,283.14999999999998,31.228381041666665,0.92879697317790522,0.006204096953037498,0.11311449197497699,0.0064829265656840152
1.68,283.14999999999998,31.228381041666665,0.92879697317790522,0.0064282989965597304,0.11639881835868736,0.0067193608663355525
1.69,283.14999999999998,31.228381041666665,0.92879697317790522,0.0066591797479565043,0.11976764218079389,0.0069629375978326417
1.7,283.14999999999998,31.228381041666665,0.92879697317790522,0.006896899353807372,0.12322291066292052,0.0072138283394031204
1.71,283.14999999999998,31.228381041666665,0.92879697317790522,0.0071416177202667719,0.12676660879436102,0.0074722077432089785
1.72,283.14999999999998,31.228381041666665,0.92879697317790522,0.007393497577107196,0.13040079189013135,0.0077382535708196108
1.73,283.14999999999998,31.228381041666665,0.92879697317790522,0.0076527065156290945,0.13412752638685471,0.0080121467299002422
1.74,283.14999999999998,31.228381041666665,0.92879697317790522,0.0079194130203662279,0.13794894018780757,0.0082940713111155518
1.75,283.14999999999998,31.228381041666665,0.92879697317790522,0.0081937906157459085,0.14186719852396551,0.00858421462524845
1.76,283.14999999999998,31.228381041666665,0.92879697317790522,0.0084760148573534838,0.14588451760354867,0.0088827672405340802
1.77,283.14999999999998,31.228381041666665,0.92879697317790522,0.0087662652784090429,0.15000314509702686,0.0091899230202089517
1.78,283.14999999999998,31.228381041666665,0.92879697317790522,0.0090647214128631876,0.15422539589293824,0.0095058791602752983
1.79,283.14999999999998,31.228381041666665,0.92879697317790522,0.0093715713352149621,0.15855362619371965,0.0098308362274805872
1.8,283.14999999999998,31.228381041666665,0.92879697317790522,0.009687001889202327,0.16299022681145769,0.010164998197512227
1.81,283.14999999999998,31.228381041666665,0.92879697317790522,0.010011204235393329,0.16753765936544354,0.010508572493407451
1.82,283.14999999999998,31.228381041666665,0.92879697317790522,0.010344375534954875,0.17219842378315617,0.01086177002417838
1.83,283.14999999999998,31.228381041666665,0.92879697317790522,0.010686716062180419,0.17697507414998598,0.011224805223652269
1.84,283.14999999999998,31.228381041666665,0.92879697317790522,0.01103842466979691,0.18187019941589838,0.011597896089526936
1.85,283.14999999999998,31.228381041666665,0.92879697317790522,0.011399708766332763,0.18688649574413557,0.011981264222641379
1.86,283.14999999999998,31.228381041666665,0.92879697317790522,0.011770776799254128,0.19202664761544133,0.012375134866461548
1.87,283.14999999999998,31.228381041666665,0.92879697317790522,0.012151845761072847,0.19729342853945964,0.012779736946781337
1.88,283.14999999999998,31.228381041666665,0.92879697317790522,0.012543131778619859,0.20268967113023234,0.013195303111638728
1.89,283.14999999999998,31.228381041666665,0.92879697317790522,0.012944854278362084,0.20821826450874498,0.013622069771447122
1.9,283.14999999999998,31.228381041666665,0.92879697317790522,0.013357239494812868,0.2138821318458827,0.014060277139341871
1.91,283.14999999999998,31.228381041666665,0.92879697317790522,0.013780519927508193,0.219684277985117,0.014510169271741955
1.92,283.14999999999998,31.228381041666665,0.92879697317790522,0.014214921491542794,0.22562778135728928,0.01497199410912688
1.93,283.14999999999998,31.228381041666665,0.92879697317790522,0.014660691026634927,0.23171573025688427,0.015446003517028717
1.94,283.14999999999998,31.228381041666665,0.92879697317790522,0.015118065292926908,0.23795134639782012,0.015932453327239391
1.95,283.14999999999998,31.228381041666665,0.92879697317790522,0.015587290914234424,0.24433786028795554,0.01643160337923304
1.96,283.14999999999998,31.228381041666665,0.92879697317790522,0.016068619167544203,0.25087857710619849,0.01694371756180366
1.97,283.14999999999998,31.228381041666665,0.92879697317790522,0.016562308812125486,0.25757689012971335,0.017469063854917886
1.98,283.14999999999998,31.228381041666665,0.92879697317790522,0.017068620204744912,0.26443622159286417,0.018007914371782958
1.99,283.14999999999998,31.228381041666665,0.92879697317790522,0.017587815355437304,0.27146010738285214,0.018560545401129863
2.0,283.14999999999998,31.228381041666665,0.92879697317790522,0.018120167130196502,0.27865211911629506,0.019127237449711683
2.01,283.14999999999998,31.228381041666665,0.92879697317790522,0.018665950652455604,0.28601589039127462,0.019708275285017073
2.02,283.14999999999998,31.228381041666665,0.92879697317790522,0.01922544571817179,0.2935551819625638,0.020303947978199035
2.03,283.14999999999998,31.228381041666665,0.92879697317790522,0.019798937240516644,0.30127374425384595,0.020914548947218638
2.04,283.14999999999998,31.228381041666665,0.92879697317790522,0.020386722491706519,0.30917548175018977,0.021540376000204291
2.05,283.14999999999998,31.228381041666665,0.92879697317790522,0.020989097632828364,0.3172643017210709,0.022181731379025741
2.06,283.14999999999998,31.228381041666665,0.92879697317790522,0.021606360593077283,0.32554425848239771,0.022838921803083702
2.07,283.14999999999998,31.228381041666665,0.92879697317790522,0.02223882561557404,0.33401941629451015,0.023512258513314364
2.08,283.14999999999998,31.228381041666665,0.92879697317790522,0.022886802302768308,0.34269394044131801,0.024202057316409092
2.09,283.14999999999998,31.228381041666665,0.92879697317790522,0.023550620722216125,0.35157209761373009,0.024908638629249604
2.1,283.14999999999998,31.228381041666665,0.92879697317790522,0.024230602983544899,0.36065819123041226,0.025632327523557843
2.11,283.14999999999998,31.228381041666665,0.92879697317790522,0.024927084239787373,0.36995667042956526,0.026373453770761592
2.12,283.14999999999998,31.228381041666665,0.92879697317790522,0.025640406821865431,0.37947198997176196,0.027132351887074708
2.13,283.14999999999998,31.228381041666665,0.92879697317790522,0.02637092075427909,0.38920874408168815,0.027909361178793061
2.14,283.14999999999998,31.228381041666665,0.92879697317790522,0.02711898130432434,0.39917158285675164,0.028704825787805158
2.15,283.14999999999998,31.228381041666665,0.92879697317790522,0.02788495214966823,0.40936525139869406,0.029519094737318459
2.16,283.14999999999998,31.228381041666665,0.92879697317790522,0.028669200614614993,0.41979457092716405,0.030352521977800324
2.17,283.14999999999998,31.228381041666665,0.92879697317790522,0.029472108964406194,0.43046443709289256,0.031205466433134731
2.18,283.14999999999998,31.228381041666665,0.92879697317790522,0.03029406775847995,0.441379909000641,0.032078292046993563
2.19,283.14999999999998,31.228381041666665,0.92879697317790522,0.031135463741656454,0.45254604597700565,0.032971367829423705
2.2,283.14999999999998,31.228381041666665,0.92879697317790522,0.031996708457288303,0.46396801724580372,0.033885067903648654
2.21,283.14999999999998,31.228381041666665,0.92879697317790522,0.032878209194292921,0.47565111373766072,0.034819771553086035
2.22,283.14999999999998,31.228381041666665,0.92879697317790522,0.03378039522992056,0.48760069585964005,0.035775863268579559
2.23,283.14999999999998,31.228381041666665,0.92879697317790522,0.034703692342046531,0.49982221823774126,0.036753732795846858
2.24,283.14999999999998,31.228381041666665,0.92879697317790522,0.035648545460881635,0.51232123151652198,0.037753775183141859
2.25,283.14999999999998,31.228381041666665,0.92879697317790522,0.036615407398250151,0.52510335572752365,0.038776390829132944
2.26,283.14999999999998,31.228381041666665,0.92879697317790522,0.03760473883406009,0.5381743588576281,0.039821985530995717
2.27,283.14999999999998,31.228381041666665,0.92879697317790522,0.03861700921029261,0.55154006448809378,0.040890970532721525
2.28,283.14999999999998,31.228381041666665,0.92879697317790522,0.039652718853881955,0.56520643208436372,0.041983762573640553
2.29,283.14999999999998,31.228381041666665,0.92879697317790522,0.040712341607967495,0.57917943609079958,0.043100783937160762
2.3,283.14999999999998,31.228381041666665,0.92879697317790522,0.041796399312394095,0.59346520076266074,0.044242462499721261
2.31,283.14999999999998,31.228381041666665,0.92879697317790522,0.042905409651392785,0.60807001053024146,0.045409231779961708
2.32,283.14999999999998,31.228381041666665,0.92879697317790522,0.044039899806219314,0.62300009977156556,0.046601530988106009
2.33,283.14999999999998,31.228381041666665,0.92879697317790522,0.045200432127178843,0.63826193241402918,0.047819805075562001
2.34,283.14999999999998,31.228381041666665,0.92879697317790522,0.046387550863322725,0.65386202616864852,0.049064504784735771
