diameter[mm],T[k],wavelength[mm],K2,radarsx[mm2],extxs[mm2],ray[mm2]
2.35,283.14999999999998,31.228381041666665,0.92879697317790522,0.047601834791939752,0.66980700846406227,0.050336086699061242
2.36,283.14999999999998,31.228381041666665,0.92879697317790522,0.048843876914470667,0.68610354940221829,0.051635013293245345
2.37,283.14999999999998,31.228381041666665,0.92879697317790522,0.050114274410622182,0.70275850547154728,0.052961752983727628
2.38,283.14999999999998,31.228381041666665,0.92879697317790522,0.051413651682484789,0.71977873672191472,0.054316780179356011
2.39,283.14999999999998,31.228381041666665,0.92879697317790522,0.052742646594433236,0.73717130587993485,0.055700575332276604
2.4,283.14999999999998,31.228381041666665,0.92879697317790522,0.054101905736250899,0.75494323592573909,0.057113624989039879
2.41,283.14999999999998,31.228381041666665,0.92879697317790522,0.055492112961295859,0.77310184449528629,0.058556421841920892
2.42,283.14999999999998,31.228381041666665,0.92879697317790522,0.056913947273092014,0.79165438816315259,0.060029464780455746
2.43,283.14999999999998,31.228381041666665,0.92879697317790522,0.058368106430459206,0.81060823969996054,0.061533258943192233
2.44,283.14999999999998,31.228381041666665,0.92879697317790522,0.05985534060510482,0.82997093749967632,0.063068315769656616
2.45,283.14999999999998,31.228381041666665,0.92879697317790522,0.061376365491329764,0.84975008665559082,0.064635153052534672
2.46,283.14999999999998,31.228381041666665,0.92879697317790522,0.062931981104724061,0.86995332133733472,0.066234294990068832
2.47,283.14999999999998,31.228381041666665,0.92879697317790522,0.064522955622936265,0.89058843481530969,0.06786627223866952
2.48,283.14999999999998,31.228381041666665,0.92879697317790522,0.066150098282493117,0.91166326585645463,0.069531621965742779
2.49,283.14999999999998,31.228381041666665,0.92879697317790522,0.067814254086604978,0.93318587515944496,0.071230887902731854
2.5,283.14999999999998,31.228381041666665,0.92879697317790522,0.06951626966608386,0.95516421200096047,0.072964620398375257
2.51,283.14999999999998,31.228381041666665,0.92879697317790522,0.071257037054908975,0.97760648510726533,0.074733376472178675
2.52,283.14999999999998,31.228381041666665,0.92879697317790522,0.073037462318479754,1.0005209085349231,0.076537719868103427
2.53,283.14999999999998,31.228381041666665,0.92879697317790522,0.074858478612733162,1.0239157358792688,0.07837822110846869
2.54,283.14999999999998,31.228381041666665,0.92879697317790522,0.076721031027267586,1.0477993997200878,0.080255457548070369
2.55,283.14999999999998,31.228381041666665,0.92879697317790522,0.078626146149991624,1.0721803635607219,0.082170013428513641
2.56,283.14999999999998,31.228381041666665,0.92879697317790522,0.080574813061744757,1.0970671238773231,0.084122479932762256
2.57,283.14999999999998,31.228381041666665,0.92879697317790522,0.082568076336451912,1.1224683073968524,0.086113455239901354
2.58,283.14999999999998,31.228381041666665,0.92879697317790522,0.084607038726235359,1.1483926495025449,0.088143544580117056
2.59,283.14999999999998,31.228381041666665,0.92879697317790522,0.086692808569917137,1.1748487811906607,0.090213360289890229
2.6,283.14999999999998,31.228381041666665,0.92879697317790522,0.088826513433728327,1.2018456219090874,0.092323521867405334
2.61,283.14999999999998,31.228381041666665,0.92879697317790522,0.091009354973833348,1.2293920090664021,0.094474656028175535
2.62,283.14999999999998,31.228381041666665,0.92879697317790522,0.093242542231213491,1.2574968587707651,0.096667396760881583
2.63,283.14999999999998,31.228381041666665,0.92879697317790522,0.095527338101246542,1.2861690415811453,0.09890238538342723
2.64,283.14999999999998,31.228381041666665,0.92879697317790522,0.097865011193272594,1.3154176805827325,0.10118027059920842
2.65,283.14999999999998,31.228381041666665,0.92879697317790522,0.10025691249954777,1.3452518232056969,0.10350170855359929
2.66,283.14999999999998,31.228381041666665,0.92879697317790522,0.10270440733027261,1.3756804883849989,0.10586736289065152
2.67,283.14999999999998,31.228381041666665,0.92879697317790522,0.10520891213285409,1.406712773100343,0.1082779048100108
2.68,283.14999999999998,31.228381041666665,0.92879697317790522,0.10777187409411375,1.4383578456225277,0.11073401312404654
2.69,283.14999999999998,31.228381041666665,0.92879697317790522,0.11039481491375684,1.4706248207560402,0.11323637431519866
2.7,283.14999999999998,31.228381041666665,0.92879697317790522,0.11307927518586237,1.5035230273749862,0.11578568259353762
2.71,283.14999999999998,31.228381041666665,0.92879697317790522,0.1158268334086764,1.5370613607192585,0.11838263995454174
2.72,283.14999999999998,31.228381041666665,0.92879697317790522,0.11863915584955101,1.5712489756616383,0.12102795623708741
2.73,283.14999999999998,31.228381041666665,0.92879697317790522,0.12151792409262829,1.6060952862775759,0.12372234918165684
2.74,283.14999999999998,31.228381041666665,0.92879697317790522,0.12446490195880638,1.641609123899372,0.12646654448875869
2.75,283.14999999999998,31.228381041666665,0.92879697317790522,0.12748188011123088,1.677799790381735,0.12926127587756606
2.76,283.14999999999998,31.228381041666665,0.92879697317790522,0.13057071251987623,1.7146761228654814,0.13210728514476769
2.77,283.14999999999998,31.228381041666665,0.92879697317790522,0.13373331369037428,1.7522472797443049,0.13500532222363607
2.78,283.14999999999998,31.228381041666665,0.92879697317790522,0.13697167287933182,1.7905220301604474,0.13795614524330904
2.79,283.14999999999998,31.228381041666665,0.92879697317790522,0.14028780546245304,1.8295094111346408,0.14096052058828853
2.8,283.14999999999998,31.228381041666665,0.92879697317790522,0.14368380119095212,1.8692181524582023,0.14401922295815225
2.81,283.14999999999998,31.228381041666665,0.92879697317790522,0.14716187081042101,1.9096570226522478,0.14713303542748279
2.82,283.14999999999998,31.228381041666665,0.92879697317790522,0.15072414652276916,1.950834479948194,0.15030274950600978
2.83,283.14999999999998,31.228381041666665,0.92879697317790522,0.1543730028222656,1.9927591152631876,0.15352916519896925
2.84,283.14999999999998,31.228381041666665,0.92879697317790522,0.15811074288356666,2.0354392716000156,0.15681309106767677
2.85,283.14999999999998,31.228381041666665,0.92879697317790522,0.16193984393788732,2.0788831833276418,0.1601553442903158
2.86,283.14999999999998,31.228381041666665,0.92879697317790522,0.16586274531678016,2.1230988933701815,0.16355675072294251
2.87,283.14999999999998,31.228381041666665,0.92879697317790522,0.16988211669999465,2.1680945350872354,0.16701814496070394
2.88,283.14999999999998,31.228381041666665,0.92879697317790522,0.17400050073831796,2.213877555424097,0.17054037039927325
2.89,283.14999999999998,31.228381041666665,0.92879697317790522,0.17822072146716958,2.2604556904209607,0.17412427929649812
2.9,283.14999999999998,31.228381041666665,0.92879697317790522,0.18254555732298341,2.3078363130524142,0.17777073283426673
2.91,283.14999999999998,31.228381041666665,0.92879697317790522,0.18697787037282537,2.356026555620049,0.18148060118058609
2.92,283.14999999999998,31.228381041666665,0.92879697317790522,0.19152064545763836,2.4050334487935032,0.18525476355187856
2.93,283.14999999999998,31.228381041666665,0.92879697317790522,0.19617698452198237,2.4548633248250864,0.18909410827549067
2.94,283.14999999999998,31.228381041666665,0.92879697317790522,0.20095000723643694,2.5055230467309459,0.1929995328524198
2.95,283.14999999999998,31.228381041666665,0.92879697317790522,0.20584290801210714,2.5570182798662962,0.1969719440202535
2.96,283.14999999999998,31.228381041666665,0.92879697317790522,0.21085905709597916,2.6093551866720381,0.20101225781632642
2.97,283.14999999999998,31.228381041666665,0.92879697317790522,0.2160018732633735,2.662539293510422,0.20512139964109014
2.98,283.14999999999998,31.228381041666665,0.92879697317790522,0.22127483517467458,2.7165755669438854,0.20930030432170038
2.99,283.14999999999998,31.228381041666665,0.92879697317790522,0.22668154093681192,2.7714691959547917,0.21354991617581706
3.0,283.14999999999998,31.228381041666665,0.92879697317790522,0.23222574006993221,2.827224613284248,0.21787118907562214
3.01,283.14999999999998,31.228381041666665,0.92879697317790522,0.23791113937150049,2.8838459172969406,0.22226508651204982
3.02,283.14999999999998,31.228381041666665,0.92879697317790522,0.24374173137950192,2.9413367959709222,0.22673258165923493
3.03,283.14999999999998,31.228381041666665,0.92879697317790522,0.24972141279665783,2.9997006620661573,0.23127465743917328
3.04,283.14999999999998,31.228381041666665,0.92879697317790522,0.25585437871778804,3.0589405614684719,0.23589230658660057
3.05,283.14999999999998,31.228381041666665,0.92879697317790522,0.26214477760885874,3.1190587996386006,0.24058653171408312
3.06,283.14999999999998,31.228381041666665,0.92879697317790522,0.26859690657014063,3.1800575765624459,0.24535834537732704
3.07,283.14999999999998,31.228381041666665,0.92879697317790522,0.275215132939509,3.2419384935568538,0.25020877014069925
3.08,283.14999999999998,31.228381041666665,0.92879697317790522,0.28200405671742435,3.3047023809457183,0.25513883864296727
3.09,283.14999999999998,31.228381041666665,0.92879697317790522,0.28896824737588878,3.3683502429384369,0.26014959366325052
3.1,283.14999999999998,31.228381041666665,0.92879697317790522,0.29611242452924663,3.432881741915248,0.26524208818718997
3.11,283.14999999999998,31.228381041666665,0.92879697317790522,0.30344146353656087,3.4982965086297702,0.27041738547333127
3.12,283.14999999999998,31.228381041666665,0.92879697317790522,0.31096025581692338,3.5645938009184381,0.27567655911972244
3.13,283.14999999999998,31.228381041666665,0.92879697317790522,0.31867383921585318,3.6317717728799366,0.28102069313072947
3.14,283.14999999999998,31.228381041666665,0.92879697317790522,0.32658741509757866,3.6998284159251251,0.28645088198406338
3.15,283.14999999999998,31.228381041666665,0.92879697317790522,0.33470623909564329,3.7687607855781144,0.2919682306980263
3.16,283.14999999999998,31.228381041666665,0.92879697317790522,0.34303568198317136,3.8385659172530948,0.29757385489896904
3.17,283.14999999999998,31.228381041666665,0.92879697317790522,0.35158121319996061,3.9092396384974086,0.30326888088896753
3.18,283.14999999999998,31.228381041666665,0.92879697317790522,0.36034846827141359,3.9807773930714174,0.30905444571371049
3.19,283.14999999999998,31.228381041666665,0.92879697317790522,0.36934307786072018,4.0531740564524164,0.31493169723060643
3.2,283.14999999999998,31.228381041666665,0.92879697317790522,0.37857082942452158,4.1264236515830328,0.32090179417710191
3.21,283.14999999999998,31.228381041666665,0.92879697317790522,0.38803773810019088,4.2005198812963567,0.32696590623921834
3.22,283.14999999999998,31.228381041666665,0.92879697317790522,0.39774974182596068,4.2754556712658367,0.33312521412030122
3.23,283.14999999999998,31.228381041666665,0.92879697317790522,0.40771294255856244,4.3512230134306158,0.33938090960998685
3.24,283.14999999999998,31.228381041666665,0.92879697317790522,0.41793359785935524,4.42781334486512,0.34573419565338193
3.25,283.14999999999998,31.228381041666665,0.92879697317790522,0.42841795759811518,4.5052181008275269,0.35218628642046129
3.26,283.14999999999998,31.228381041666665,0.92879697317790522,0.43917253109814086,4.583426747742787,0.3587384073756768
3.27,283.14999999999998,31.228381041666665,0.92879697317790522,0.45020381672178894,4.6624291731049681,0.36539179534778637
3.28,283.14999999999998,31.228381041666665,0.92879697317790522,0.4615183500736359,4.742214432724535,0.37214769859989283
3.29,283.14999999999998,31.228381041666665,0.92879697317790522,0.47312285829180462,4.8227703411753984,0.37900737689970315
3.3,283.14999999999998,31.228381041666665,0.92879697317790522,0.48502417122703895,4.9040842968559266,0.38597210158999812
3.31,283.14999999999998,31.228381041666665,0.92879697317790522,0.49722915883706492,4.9861437756884719,0.39304315565932152
3.32,283.14999999999998,31.228381041666665,0.92879697317790522,0.50974467394557199,5.0689340133141627,0.40022183381288029
3.33,283.14999999999998,31.228381041666665,0.92879697317790522,0.52257786830889574,5.1524413375783249,0.40750944254366439
3.34,283.14999999999998,31.228381041666665,0.92879697317790522,0.53573578111086162,5.2366506966738022,0.41490730020377664
3.35,283.14999999999998,31.228381041666665,0.92879697317790522,0.54922568481545397,5.321545395883887,0.42241673707598321
3.36,283.14999999999998,31.228381041666665,0.92879697317790522,0.56305470736502017,5.4071100306569635,0.43003909544547536
3.37,283.14999999999998,31.228381041666665,0.92879697317790522,0.57723034541107665,5.493327634715623,0.43777572967184669
3.38,283.14999999999998,31.228381041666665,0.92879697317790522,0.59175981244328113,5.5801799471413398,0.44562800626128907
3.39,283.14999999999998,31.228381041666665,0.92879697317790522,0.60665067761299696,5.667649209230782,0.45359730393899805
3.4,283.14999999999998,31.228381041666665,0.92879697317790522,0.62191036104466269,5.7557172341771237,0.46168501372179971
3.41,283.14999999999998,31.228381041666665,0.92879697317790522,0.63754651196928958,5.8443640396964547,0.46989253899098654
3.42,283.14999999999998,31.228381041666665,0.92879697317790522,0.65356655436170896,5.9335701682028121,0.47822129556537463
3.43,283.14999999999998,31.228381041666665,0.92879697317790522,0.66997834576664761,6.0233161306342122,0.48667271177456983
3.44,283.14999999999998,31.228381041666665,0.92879697317790522,0.6867893594708202,6.1135802450836731,0.49524822853245509
3.45,283.14999999999998,31.228381041666665,0.92879697317790522,0.70400752108101172,6.204341954546857,0.5039492994108874
3.46,283.14999999999998,31.228381041666665,0.92879697317790522,0.72164023728259241,6.2955800918856593,0.5127773907136155
3.47,283.14999999999998,31.228381041666665,0.92879697317790522,0.73969560577834137,6.3872723527888517,0.52173398155040673
3.48,283.14999999999998,31.228381041666665,0.92879697317790522,0.75818116099319377,6.4793971155749679,0.53082056391139532
3.49,283.14999999999998,31.228381041666665,0.92879697317790522,0.777104894412041,6.5719311424639804,0.54003864274163949
