{'elevation': 90.0, 'canting': 10.0, 'aspect_ratio_func': 'dsr_thurai_2007', 'K2': 0.9287969731779052, 'frequency': 9.6, 'n': (7.799630675745488+2.423234751141455j), 'wl': 31.22838104166667, 'prefactor': 0.00029886308515174494}
diameter[mm],radarXSh[mm2],radarXSv[mm2],extxs[mm2],ray[mm2],sKdp[mm2],aspect_ratio
0.76,5.6998584019878796e-05,5.6998584019878796e-05,0.0045383867261612944,5.759089516274426e-05,0.0,0.99116755584
0.77,6.164167710973963e-05,6.16416771097396e-05,0.004755047766069014,6.228975552806817e-05,7.759654180984333e-19,0.990726015415
0.78,6.659386385136661e-05,6.65938638513666e-05,0.004979786827767302,6.730384744133853e-05,2.3278962542953e-18,0.9903115418399999
0.79,7.18711981807515e-05,7.187119818075149e-05,0.005212843581784112,7.264986691869365e-05,7.759654180984333e-19,0.989923186815
0.8,7.749032234689995e-05,7.749032234689992e-05,0.005454464722267218,7.834516459401906e-05,-1.5519308361968667e-18,0.9895600000000001
0.81,8.346850265614608e-05,8.346850265614608e-05,0.005704902521044657,8.440776261068899e-05,2.3278962542953e-18,0.9892210290150001
0.8200000000000001,8.982362009352446e-05,8.982362009352442e-05,0.005964416214347535,9.085637172848949e-05,-1.5519308361968667e-18,0.9889053194399999
0.8300000000000001,9.657422221206717e-05,9.657422221206713e-05,0.006233272155626561,9.771040864572278e-05,3.8798270904921664e-18,0.9886119148149999
0.8400000000000001,0.00010373951441388366,0.00010373951441388363,0.00651174335220302,0.00010499001353649305,7.759654180984333e-19,0.9883398566399999
0.85,0.00011133934016120237,0.00011133934016120237,0.006800110338131547,0.00011271606780317372,3.1038616723937334e-18,0.988088184375
0.86,0.00011939428890883929,0.00011939428890883925,0.007098661288649162,0.00012091021204405636,2.3278962542953e-18,0.98785593544
0.87,0.00012792561835863394,0.00012792561835863394,0.0074076905297300625,0.00012959486423618044,-2.3278962542953e-18,0.987642145215
0.88,0.00013695531632397176,0.0001369553163239717,0.007727502481900131,0.00013879323813334495,0.0,0.98744584704
0.89,0.00014650611629741907,0.00014650611629741898,0.008058406569596046,0.00014852936187930148,2.3278962542953e-18,0.9872660722150002
0.9,0.00015660149883586752,0.0001566014988358675,0.00840072308603148,0.0001588280968361285,3.8798270904921664e-18,0.9871018500000002
0.91,0.00016726572093148044,0.00016726572093148039,0.00875477959094186,0.00016971515662778713,-1.5519308361968667e-18,0.986952207615
0.92,0.00017852379917112921,0.00017852379917112913,0.009120911272644546,0.00018121712639885832,-7.759654180984333e-19,0.9868161702400001
0.93,0.00019040161950697047,0.0001904016195069704,0.009499462836594707,0.0001933614822884616,0.0,0.9866927610150001
0.9400000000000001,0.0002029257948538131,0.00020292579485381302,0.009890788480645828,0.00020617661111935504,-1.5519308361968667e-18,0.9865810010400001
0.9500000000000001,0.00021612393506814022,0.00021612393506814014,0.010295251116628667,0.00021969183030221665,1.5519308361968667e-18,0.9864799093750001
