{'prefactor': 0.00029916200687055036, 'n': (7.2039603178089227+2.8488829866788303j), 'K2': 0.92972595237084443, 'frequency': 9.6, 'wl': 31.22838104166667, 'elevation': 90.0, 'aspect_ratio_func': 'dsr_thurai_2007', 'canting': 10.0}
diameter[mm],radarXSh[mm2],radarXSv[mm2],extxs[mm2],ray[mm2],sKdp[mm2],aspect_ratio
2.09,0.031658057847,0.031658057847,0.368456198753,0.0249335521547,8.6908126827e-17,0.923158008827
2.0999999999999996,0.032646521837,0.032646521837,0.377305620292,0.0256579648799,1.36569913585e-16,0.922451626305
2.11,0.033661346033,0.033661346033,0.386341357572,0.0263998323987,8.6908126827e-17,0.921745194235
2.1199999999999997,0.0347031237984,0.0347031237984,0.395566774875,0.027159489562,9.93235735166e-17,0.921038715144
2.13,0.0357724415931,0.0357724415931,0.404985239047,0.0279372760155,1.11739020206e-16,0.920332191549
2.1399999999999997,0.0368699042241,0.0368699042241,0.414600235224,0.0287335362452,1.36569913585e-16,0.919625625958
2.15,0.0379961268313,0.0379961268313,0.424415265578,0.0295486196234,1.61400806964e-16,0.918919020869
2.1599999999999997,0.0391517345435,0.0391517345435,0.434433911986,0.0303828804546,2.48308933791e-17,0.918212378769
2.17,0.0403373623997,0.0403373623997,0.44465974277,0.0312366780217,4.96617867583e-17,0.917505702137
2.1799999999999997,0.0415536565274,0.0415536565274,0.455096463469,0.0321103766324,1.11739020206e-16,0.916798993441
2.19,0.0428012676334,0.0428012676334,0.465747711061,0.0330043456659,7.44926801374e-17,0.916092255139
2.1999999999999997,0.0440808677427,0.0440808677427,0.476617284389,0.0339189596194,6.20772334479e-17,0.91538548968
2.21,0.045393137953,0.045393137953,0.487708931919,0.0348545981559,1.61400806964e-16,0.914678699502
2.2199999999999998,0.0467387567879,0.0467387567879,0.499026561074,0.0358116461507,9.93235735166e-17,0.913971887035
2.23,0.048118432432,0.048118432432,0.510574052231,0.0367904937393,9.93235735166e-17,0.913265054698
2.2399999999999998,0.0495328692081,0.0495328692081,0.522355330131,0.0377915363652,1.36569913585e-16,0.912558204899
2.25,0.0509828026477,0.0509828026477,0.534374411273,0.0388151748275,4.96617867583e-17,0.911851340039
2.26,0.0524689426091,0.0524689426091,0.546635353402,0.0398618153292,1.24154466896e-16,0.911144462507
2.27,0.0539920527861,0.0539920527861,0.559142202919,0.0409318695256,1.48985360275e-16,0.910437574682
2.28,0.0555528862566,0.0555528862566,0.57189915358,0.042025754573,1.73816253654e-16,0.909730678935
2.29,0.0571522068524,0.0571522068524,0.584910345041,0.043143893177,1.48985360275e-16,0.909023777626
2.3,0.0587907902685,0.0587907902685,0.598180079154,0.0442867136421,1.48985360275e-16,0.908316873105
2.31,0.0604694232593,0.0604694232593,0.611712579372,0.0454546499205,9.93235735166e-17,0.907609967713
2.32,0.0621889266089,0.0621889266089,0.625512228031,0.0466481416618,4.96617867583e-17,0.906903063779
2.3299999999999996,0.0639500976585,0.0639500976585,0.639583422088,0.0478676342624,1.73816253654e-16,0.906196163626
2.34,0.0657537686518,0.0657537686518,0.653930532916,0.0491135789154,1.73816253654e-16,0.905489269564
2.3499999999999996,0.0676007722497,0.0676007722497,0.668558067843,0.0503864326611,1.48985360275e-16,0.904782383894
2.36,0.0694919511658,0.0694919511658,0.683470584371,0.0516866584368,1.48985360275e-16,0.904075508908
2.3699999999999997,0.0714281849514,0.0714281849514,0.698672670051,0.0530147251272,1.98647147033e-16,0.903368646886
2.38,0.073410339505,0.073410339505,0.714168831431,0.0543711076159,9.93235735166e-17,0.902661800102
2.3899999999999997,0.0754392936425,0.0754392936425,0.729963831324,0.0557562868354,1.98647147033e-16,0.901954970816
2.4,0.0775159490971,0.0775159490971,0.74606235046,0.0571707498191,1.98647147033e-16,0.90124816128
2.4099999999999997,0.0796412074367,0.0796412074367,0.76246916581,0.0586149897519,2.48308933791e-16,0.900541373737
2.42,0.0818160050218,0.0818160050218,0.779189023902,0.0600895060224,1.73816253654e-16,0.89983461042
2.4299999999999997,0.0840412683121,0.0840412683121,0.79622679868,0.0615948042743,1.48985360275e-16,0.89912787355
2.44,0.0863179317293,0.0863179317293,0.813587355739,0.0631313964587,2.23478040412e-16,0.89842116534
2.4499999999999997,0.088646955074,0.088646955074,0.831275636955,0.0646998008863,2.23478040412e-16,0.897714487994
2.46,0.0910293250064,0.0910293250064,0.849296589572,0.0663005422795,1.48985360275e-16,0.897007843704
2.4699999999999998,0.093465996758,0.093465996758,0.86765519201,0.0679341518255,1.98647147033e-16,0.896301234654
2.48,0.095957979744,0.095957979744,0.88635647617,0.069601167229,1.73816253654e-16,0.895594663016
2.4899999999999998,0.0985062826354,0.0985062826354,0.905405632249,0.0713021327654,2.23478040412e-16,0.894888130956
2.5,0.101111906532,0.101111906532,0.924807638557,0.0730375993336,1.48985360275e-16,0.894181640625
